SK_ID_CURR,TARGET
100001,0.07287129720593345
100005,0.12952773192636055
100013,0.05076451801990388
100028,0.07381503216834515
100038,0.13096494066753983
100042,0.053023921940117034
100057,0.05697223941544016
100065,0.09367173755647994
100066,0.07026318998113303
100067,0.12150902616712292
100074,0.05894156446662385
100090,0.10645590058131556
100091,0.10177362407472973
100092,0.08180838648653407
100106,0.06635290499239614
100107,0.11656107336054153
100109,0.07942942707143087
100117,0.06272349949581613
100128,0.09975280861638593
100141,0.060495195619487525
100150,0.062103865179070517
100168,0.041828959351876006
100169,0.0711015131683369
100170,0.09700988583580156
100171,0.06162245279427528
100172,0.0935515954289241
100184,0.09866155804669378
100187,0.08513580553420433
100212,0.06778878793700523
100222,0.0748228520140176
100223,0.06966726882162935
100232,0.06985208353654408
100241,0.10941760005434274
100245,0.056787026117522954
100253,0.04115385152851937
100256,0.10714995783177933
100271,0.041682751634776756
100278,0.13653331841229951
100280,0.04992599713238643
100306,0.09618142601658679
100311,0.12160558616969482
100312,0.04404139546061393
100330,0.08640338520903597
100331,0.06789430225697538
100352,0.06644742164081462
100358,0.09379689516041513
100367,0.05271135472036741
100382,0.10088662435670297
100384,0.09247046163326215
100385,0.08599292318447704
100386,0.0919226108575174
100399,0.07625075984977198
100404,0.09178027838358427
100416,0.057630317917455556
100422,0.10045964660677022
100426,0.0703965188441287
100438,0.0734953555152325
100444,0.12819200880491627
100445,0.12153732683865762
100446,0.09867938097777684
100447,0.06714548596817875
100450,0.1086329022219429
100466,0.05129944645440201
100483,0.07222967018467466
100484,0.03590829064765179
100494,0.09621873612768193
100510,0.11688265647020982
100512,0.059811717732792154
100517,0.06345401507288147
100548,0.06406549966713908
100551,0.06372379482192189
100552,0.1092098912400631
100553,0.050003831736234655
100561,0.12348165577153061
100568,0.17964553156141985
100569,0.05534639255811861
100591,0.073122518082318
100592,0.05009649891592281
100602,0.06517479675087821
100607,0.07949994026877188
100613,0.06616941052314587
100617,0.07565724802422613
100618,0.07832421790794557
100622,0.11597003963079182
100625,0.08793777657731142
100677,0.09937748506336051
100699,0.07812378020388591
100702,0.17931421823135824
100711,0.0787444335284828
100729,0.11196744933829765
100740,0.10682953205798768
100744,0.09932475004771472
100745,0.0764428185992003
100747,0.1158551968467358
100751,0.1325876512600467
100752,0.07949311932230654
100753,0.15107251591022317
100754,0.11861663977375077
100760,0.06153872934110016
100762,0.09619656662066256
100763,0.08406052677252428
100765,0.058476520862530364
100770,0.10141087836735709
100772,0.05939252798333943
100777,0.06985871704936332
100791,0.0629827364283433
100792,0.037543224930525046
100797,0.06465617379497736
100823,0.0669717132911486
100826,0.07523790536457062
100830,0.08302254697107904
100836,0.12796019005313788
100872,0.07206594945966736
100910,0.0886501482536277
100913,0.08374593526366043
100918,0.06226286732224406
100931,0.048844193544707544
100952,0.06677599772525238
100953,0.05057263659967318
100965,0.11614530358558765
100970,0.06481107928381093
100982,0.10999139141949289
100983,0.14748458295084382
100984,0.08603160607910197
100987,0.08107567439357571
100997,0.07634468129785761
100998,0.12128544596978047
101002,0.07324748787210959
101005,0.109710340815666
101008,0.12792070946777045
101020,0.06537259455963124
101021,0.08255680449583773
101024,0.08579689756818096
101025,0.10688624406850158
101026,0.0752088530439961
101031,0.06012017563220603
101041,0.07610705829151533
101051,0.04577243209261599
101055,0.07991944946798633
101056,0.15041624213723157
101057,0.12378729453274848
101064,0.08539612345214938
101079,0.08125631996222464
101087,0.06942533873860764
101090,0.05332927535118342
101092,0.10681294467008104
101097,0.10379512264298711
101099,0.04549112928019147
101107,0.05676541827552288
101118,0.06323640368340659
101125,0.11101263005829655
101126,0.056300512779138986
101128,0.06801814433390697
101136,0.11031650879031887
101140,0.10132867477567659
101149,0.09343605269195465
101160,0.0923804341592882
101169,0.11577590244412825
101181,0.08989009387484
101186,0.06729376527698608
101190,0.07717335889047537
101193,0.10564487636462194
101194,0.09750567772489097
101198,0.12436667681638036
101200,0.06985340748639365
101204,0.0488279562412464
101211,0.07511595506546986
101213,0.1210011931361753
101223,0.08031329344894796
101225,0.10103838544208392
101237,0.08242319495549683
101243,0.10475024447036407
101244,0.08505150351406422
101258,0.05876260083044931
101259,0.12100934168641791
101268,0.11796709554240462
101269,0.06679761096031696
101271,0.07766142318668488
101279,0.06581258669435587
101281,0.13106767538229183
101287,0.04736400497020317
101292,0.05485291658381108
101294,0.082369305476451
101296,0.08752883694777076
101297,0.0662282447094122
101299,0.06389989200291774
101301,0.09621216362072746
101305,0.10744865489017871
101308,0.07952644291970333
101318,0.06028995321502841
101327,0.14342137671579813
