SK_ID_CURR,TARGET
100001,0.35003418
100005,0.46105823
100013,0.46352068
100028,0.7873851
100038,0.38432252
100042,0.594222
100057,0.08316246
100065,0.033438314
100066,0.24555981
100067,0.18837145
100074,0.010080128
100090,0.79378545
100091,0.35691357
100092,0.21822111
100106,0.13149191
100107,0.534124
100109,0.18490447
100117,0.49231195
100128,0.5703284
100141,0.122732714
100150,0.12531479
100168,0.35155722
100169,0.09618173
100170,0.21035764
100171,0.3072903
100172,0.647136
100184,0.46092853
100187,0.75759757
100212,0.033844747
100222,0.053506278
100223,0.20889087
100232,0.049644977
100241,0.058142576
100245,0.50026304
100253,0.66011506
100256,0.14987168
100271,0.3559115
100278,0.69140166
100280,0.012472961
100306,0.18025191
100311,0.60496694
100312,0.25003296
100330,0.6630193
100331,0.061743498
100352,0.6275104
100358,0.4375719
100367,0.05950414
100382,0.49231312
100384,0.549223
100385,0.12829885
100386,0.09195254
100399,0.35395896
100404,0.15021972
100416,0.37352034
100422,0.43484217
100426,0.16476649
100438,0.21842358
100444,0.0130959675
100445,0.5997089
100446,0.67371374
100447,0.28830844
100450,0.49015382
100466,0.02821163
100483,0.12219767
100484,0.6453016
100494,0.59531754
100510,0.8025517
100512,0.18606888
100517,0.1488517
100548,0.21638103
100551,0.45554674
100552,0.6473952
100553,0.030896645
100561,0.3504248
100568,0.70286876
100569,0.6860921
100591,0.44147083
100592,0.29279894
100602,0.58506054
100607,0.25593647
100613,0.11474729
100617,0.3236212
100618,0.24257022
100622,0.66127324
100625,0.16757639
100677,0.35775042
100699,0.16321531
100702,0.25386524
100711,0.188147
100729,0.16335958
100740,0.4997484
100744,0.039671797
100745,0.1819589
100747,0.087381676
100751,0.086165935
100752,0.071960226
100753,0.82198673
100754,0.8916798
100760,0.17839323
100762,0.17781171
100763,0.037388604
100765,0.054801017
100770,0.51381165
100772,0.075791635
100777,0.024895592
100791,0.056882687
100792,0.17673962
100797,0.39631838
100823,0.19829935
100826,0.123973966
100830,0.24380505
100836,0.11233334
100872,0.16519316
100910,0.13082679
100913,0.100649066
100918,0.012874518
100931,0.12672713
100952,0.44182175
100953,0.05272346
100965,0.17841548
100970,0.09778462
100982,0.7051141
100983,0.43564638
100984,0.17696355
100987,0.14698833
100997,0.11101197
100998,0.3571447
101002,0.1575213
101005,0.18644103
101008,0.76276445
101020,0.25542068
101021,0.72622937
101024,0.12385482
101025,0.06918977
101026,0.13214517
101031,0.10674003
101041,0.02894882
101051,0.066056766
101055,0.1368037
101056,0.79812324
101057,0.37103856
101064,0.058052164
101079,0.50430363
101087,0.0099913925
101090,0.24269745
101092,0.52235436
101097,0.63908863
101099,0.25310466
101107,0.085693195
101118,0.3136653
101125,0.5209476
101126,0.11052273
101128,0.09141604
101136,0.45028618
101140,0.43933675
101149,0.45712942
101160,0.8978705
101169,0.05411723
101181,0.35409242
101186,0.04280568
101190,0.11348551
101193,0.097783804
101194,0.12584835
101198,0.81559646
101200,0.042044647
101204,0.18834545
101211,0.5524284
101213,0.3913955
101223,0.16215754
101225,0.30493373
101237,0.44128847
101243,0.1609762
101244,0.067782395
101258,0.09509825
101259,0.5012497
101268,0.48627853
101269,0.46299037
101271,0.17740634
101279,0.67435193
101281,0.53205925
101287,0.053898145
101292,0.34227955
101294,0.22335742
101296,0.54935265
101297,0.038119614
101299,0.020625269
101301,0.121002354
