SK_ID_CURR,TARGET
100001,0.07287129720233328
100005,0.12952773189360217
100013,0.05076451802519897
100028,0.07381503218553111
100038,0.13096494062894942
100042,0.05302392193433467
100057,0.056972239446355856
100065,0.09367173753545885
100066,0.07026318999957631
100067,0.12150902616719716
100074,0.05894156445763591
100090,0.10645590058523756
100091,0.10177362408544333
100092,0.08180838649246458
100106,0.06635290499432207
100107,0.11656107339694143
100109,0.07942942706130189
100117,0.06272349949565585
100128,0.09975280861410402
100141,0.06049519563375578
100150,0.062103865168482895
100168,0.04182895935817432
100169,0.0711015131862225
100170,0.09700988584162165
100171,0.061622452796402334
100172,0.09355159544185565
100184,0.09866155802797057
100187,0.08513580554128074
100212,0.0677887879464609
100222,0.07482285202389181
100223,0.0696672688197201
100232,0.06985208355178663
100241,0.1094176000482858
100245,0.05678702612371923
100253,0.04115385152960492
100256,0.10714995781209953
100271,0.041682751636464975
100278,0.13653331844349006
100280,0.04992599713578159
100306,0.09618142598889491
100311,0.12160558615260621
100312,0.04404139546204664
100330,0.08640338521374047
100331,0.06789430227152653
100352,0.06644742165233973
100358,0.0937968951475318
100367,0.052711354725246476
100382,0.1008866243661391
100384,0.09247046165733351
100385,0.08599292318065989
100386,0.09192261088791029
100399,0.07625075985527988
100404,0.091780278373669
100416,0.057630317919502946
100422,0.10045964663075822
100426,0.07039651884429352
100438,0.07349535554696243
100444,0.1281920087726468
100445,0.1215373268337125
100446,0.0986793809739622
100447,0.06714548595868268
100450,0.10863290220625557
100466,0.05129944645595528
100483,0.07222967019111338
100484,0.035908290661307504
100494,0.09621873609985868
100510,0.11688265645800333
100512,0.05981171776530523
100517,0.06345401508354706
100548,0.06406549966009002
100551,0.06372379482049642
100552,0.1092098912184538
100553,0.05000383173938682
100561,0.12348165578027595
100568,0.17964553156108304
100569,0.055346392561599574
100591,0.07312251810084555
100592,0.05009649891547992
100602,0.06517479678104054
100607,0.07949994026971902
100613,0.06616941052622337
100617,0.07565724802518818
100618,0.07832421791933901
100622,0.1159700396204557
100625,0.08793777657173572
100677,0.09937748506039533
100699,0.07812378020087254
100702,0.1793142181674375
100711,0.07874443352076604
100729,0.11196744929676773
100740,0.10682953204905586
100744,0.09932475005620994
100745,0.07644281860893101
100747,0.11585519686166051
100751,0.1325876512085766
100752,0.0794931193413518
100753,0.15107251594002336
100754,0.11861663975583771
100760,0.061538729333019175
100762,0.09619656661298348
100763,0.08406052680610497
100765,0.05847652088730285
100770,0.10141087839028325
100772,0.05939252797812187
100777,0.0698587170593648
100791,0.06298273644011802
100792,0.037543224941892904
100797,0.06465617382557383
100823,0.06697171330841759
100826,0.07523790537158662
100830,0.0830225469845003
100836,0.12796019006187886
100872,0.0720659494704033
100910,0.08865014827394267
100913,0.08374593523252391
100918,0.06226286734068673
100931,0.048844193555378626
100952,0.06677599774506826
100953,0.0505726366050486
100965,0.11614530358145574
100970,0.06481107929221142
100982,0.10999139142599254
100983,0.14748458298080805
100984,0.08603160606529504
100987,0.08107567439153981
100997,0.07634468129499654
100998,0.12128544595596198
101002,0.07324748785175957
101005,0.10971034080571793
101008,0.12792070947254178
101020,0.06537259458298494
101021,0.08255680447714069
101024,0.08579689757623246
101025,0.10688624406039304
101026,0.0752088530299206
101031,0.06012017565006689
101041,0.07610705830028651
101051,0.045772432102488235
101055,0.07991944947536644
101056,0.1504162421155785
101057,0.12378729455780398
101064,0.0853961234306243
101079,0.08125631998717953
101087,0.06942533872452558
101090,0.05332927535901157
101092,0.10681294464056675
101097,0.10379512269066976
101099,0.04549112927920693
101107,0.05676541827889944
101118,0.06323640370881468
101125,0.11101263004862626
101126,0.05630051278967269
101128,0.0680181443497999
101136,0.11031650879703352
101140,0.10132867478791101
101149,0.09343605268141628
101160,0.09238043415640851
