SK_ID_CURR,TARGET
100001,0.24060564
100005,0.6489633
100013,0.24689566
100028,0.32132396
100038,0.7260924
100042,0.27027467
100057,0.09435883
100065,0.2311612
100066,0.20885414
100067,0.25112337
100074,0.42231503
100090,0.33342528
100091,0.8289208
100092,0.45316392
100106,0.46530893
100107,0.76263565
100109,0.30239314
100117,0.21048781
100128,0.5729048
100141,0.17694414
100150,0.1238316
100168,0.08910647
100169,0.193127
100170,0.8213264
100171,0.4898416
100172,0.65342873
100184,0.72642636
100187,0.4284405
100212,0.26850513
100222,0.2813954
100223,0.14437795
100232,0.32761776
100241,0.5264328
100245,0.114101015
100253,0.17022166
100256,0.58864963
100271,0.14813326
100278,0.6848241
100280,0.071315534
100306,0.66752404
100311,0.56081975
100312,0.14286953
100330,0.44882828
100331,0.3209817
100352,0.42578733
100358,0.46465757
100367,0.15141833
100382,0.7143178
100384,0.49159417
100385,0.55420065
100386,0.48511744
100399,0.17408688
100404,0.25216967
100416,0.16169633
100422,0.35583666
100426,0.30886012
100438,0.2965371
100444,0.68761224
100445,0.5609704
100446,0.6002248
100447,0.29368737
100450,0.43690857
100466,0.10991464
100483,0.14036578
100484,0.41010037
100494,0.40673876
100510,0.63761747
100512,0.087812476
100517,0.2066324
100548,0.25237504
100551,0.4535064
100552,0.15809935
100553,0.33983076
100561,0.52202135
100568,0.8502342
100569,0.09419186
100591,0.54544896
100592,0.2696184
100602,0.49358863
100607,0.38827866
100613,0.48539484
100617,0.57251155
100618,0.4237992
100622,0.43303975
100625,0.56613255
100677,0.5856026
100699,0.29458725
100702,0.71953905
100711,0.46531382
100729,0.4649189
100740,0.71336406
100744,0.6374775
100745,0.24615951
100747,0.536124
100751,0.78610307
100752,0.21881457
100753,0.59210247
100754,0.68946755
100760,0.33746946
100762,0.60493755
100763,0.25543272
100765,0.21383499
100770,0.65551454
100772,0.30550566
100777,0.12161825
100791,0.23428105
100792,0.13195607
100797,0.28368393
100823,0.12287403
100826,0.2840142
100830,0.33413064
100836,0.71407783
100872,0.19743736
100910,0.36210608
100913,0.8552637
100918,0.2828058
100931,0.051155224
100952,0.27684525
100953,0.2365878
100965,0.7705988
100970,0.19951536
100982,0.56894124
100983,0.82325405
100984,0.47736394
100987,0.2916233
100997,0.39377707
100998,0.8011063
